,MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|SE3
4233,26.06.2023 09:00 - 26.06.2023 10:00,101.52,EUR,
4234,26.06.2023 10:00 - 26.06.2023 11:00,87.9,EUR,
4235,26.06.2023 11:00 - 26.06.2023 12:00,81.4,EUR,
4236,26.06.2023 12:00 - 26.06.2023 13:00,74.92,EUR,
4237,26.06.2023 13:00 - 26.06.2023 14:00,60.2,EUR,
4238,26.06.2023 14:00 - 26.06.2023 15:00,53.0,EUR,
4239,26.06.2023 15:00 - 26.06.2023 16:00,55.75,EUR,
4240,26.06.2023 16:00 - 26.06.2023 17:00,64.55,EUR,
4241,26.06.2023 17:00 - 26.06.2023 18:00,81.3,EUR,
4242,26.06.2023 18:00 - 26.06.2023 19:00,88.38,EUR,
4243,26.06.2023 19:00 - 26.06.2023 20:00,89.96,EUR,
4244,26.06.2023 20:00 - 26.06.2023 21:00,84.91,EUR,
4245,26.06.2023 21:00 - 26.06.2023 22:00,69.37,EUR,
4246,26.06.2023 22:00 - 26.06.2023 23:00,63.45,EUR,
4247,26.06.2023 23:00 - 27.06.2023 00:00,56.93,EUR,
4248,27.06.2023 00:00 - 27.06.2023 01:00,65.03,EUR,
4249,27.06.2023 01:00 - 27.06.2023 02:00,62.56,EUR,
4250,27.06.2023 02:00 - 27.06.2023 03:00,63.34,EUR,
4251,27.06.2023 03:00 - 27.06.2023 04:00,65.1,EUR,
4252,27.06.2023 04:00 - 27.06.2023 05:00,67.86,EUR,
4253,27.06.2023 05:00 - 27.06.2023 06:00,72.47,EUR,
4254,27.06.2023 06:00 - 27.06.2023 07:00,101.99,EUR,
4255,27.06.2023 07:00 - 27.06.2023 08:00,89.98,EUR,
4256,27.06.2023 08:00 - 27.06.2023 09:00,90.53,EUR,
4257,27.06.2023 09:00 - 27.06.2023 10:00,77.8,EUR,
4258,27.06.2023 10:00 - 27.06.2023 11:00,79.62,EUR,
4259,27.06.2023 11:00 - 27.06.2023 12:00,78.35,EUR,
4260,27.06.2023 12:00 - 27.06.2023 13:00,70.71,EUR,
4261,27.06.2023 13:00 - 27.06.2023 14:00,65.02,EUR,
4262,27.06.2023 14:00 - 27.06.2023 15:00,68.12,EUR,
4263,27.06.2023 15:00 - 27.06.2023 16:00,76.08,EUR,
4264,27.06.2023 16:00 - 27.06.2023 17:00,76.36,EUR,
4265,27.06.2023 17:00 - 27.06.2023 18:00,80.78,EUR,
4266,27.06.2023 18:00 - 27.06.2023 19:00,91.78,EUR,
4267,27.06.2023 19:00 - 27.06.2023 20:00,104.63,EUR,
4268,27.06.2023 20:00 - 27.06.2023 21:00,95.79,EUR,
4269,27.06.2023 21:00 - 27.06.2023 22:00,114.51,EUR,
4270,27.06.2023 22:00 - 27.06.2023 23:00,91.66,EUR,
4271,27.06.2023 23:00 - 28.06.2023 00:00,79.0,EUR,
4272,28.06.2023 00:00 - 28.06.2023 01:00,81.81,EUR,
4273,28.06.2023 01:00 - 28.06.2023 02:00,76.52,EUR,
4274,28.06.2023 02:00 - 28.06.2023 03:00,74.44,EUR,
4275,28.06.2023 03:00 - 28.06.2023 04:00,74.14,EUR,
4276,28.06.2023 04:00 - 28.06.2023 05:00,74.4,EUR,
4277,28.06.2023 05:00 - 28.06.2023 06:00,92.12,EUR,
4278,28.06.2023 06:00 - 28.06.2023 07:00,116.03,EUR,
4279,28.06.2023 07:00 - 28.06.2023 08:00,131.5,EUR,
4280,28.06.2023 08:00 - 28.06.2023 09:00,127.92,EUR,
4281,28.06.2023 09:00 - 28.06.2023 10:00,113.65,EUR,
4282,28.06.2023 10:00 - 28.06.2023 11:00,101.89,EUR,
4283,28.06.2023 11:00 - 28.06.2023 12:00,99.3,EUR,
4284,28.06.2023 12:00 - 28.06.2023 13:00,101.18,EUR,
4285,28.06.2023 13:00 - 28.06.2023 14:00,97.42,EUR,
4286,28.06.2023 14:00 - 28.06.2023 15:00,95.59,EUR,
4287,28.06.2023 15:00 - 28.06.2023 16:00,95.39,EUR,
4288,28.06.2023 16:00 - 28.06.2023 17:00,97.6,EUR,
4289,28.06.2023 17:00 - 28.06.2023 18:00,107.08,EUR,
4290,28.06.2023 18:00 - 28.06.2023 19:00,128.92,EUR,
4291,28.06.2023 19:00 - 28.06.2023 20:00,155.18,EUR,
4292,28.06.2023 20:00 - 28.06.2023 21:00,166.37,EUR,
4293,28.06.2023 21:00 - 28.06.2023 22:00,157.6,EUR,
4294,28.06.2023 22:00 - 28.06.2023 23:00,140.0,EUR,
4295,28.06.2023 23:00 - 29.06.2023 00:00,106.58,EUR,
4296,29.06.2023 00:00 - 29.06.2023 01:00,100.0,EUR,
4297,29.06.2023 01:00 - 29.06.2023 02:00,92.89,EUR,
4298,29.06.2023 02:00 - 29.06.2023 03:00,90.04,EUR,
4299,29.06.2023 03:00 - 29.06.2023 04:00,89.94,EUR,
4300,29.06.2023 04:00 - 29.06.2023 05:00,90.5,EUR,
4301,29.06.2023 05:00 - 29.06.2023 06:00,104.46,EUR,
4302,29.06.2023 06:00 - 29.06.2023 07:00,121.81,EUR,
4303,29.06.2023 07:00 - 29.06.2023 08:00,130.55,EUR,
4304,29.06.2023 08:00 - 29.06.2023 09:00,130.31,EUR,
4305,29.06.2023 09:00 - 29.06.2023 10:00,116.39,EUR,
4306,29.06.2023 10:00 - 29.06.2023 11:00,105.95,EUR,
4307,29.06.2023 11:00 - 29.06.2023 12:00,98.6,EUR,
4308,29.06.2023 12:00 - 29.06.2023 13:00,99.99,EUR,
4309,29.06.2023 13:00 - 29.06.2023 14:00,98.24,EUR,
4310,29.06.2023 14:00 - 29.06.2023 15:00,98.6,EUR,
4311,29.06.2023 15:00 - 29.06.2023 16:00,100.0,EUR,
4312,29.06.2023 16:00 - 29.06.2023 17:00,101.12,EUR,
4313,29.06.2023 17:00 - 29.06.2023 18:00,112.03,EUR,
4314,29.06.2023 18:00 - 29.06.2023 19:00,131.26,EUR,
4315,29.06.2023 19:00 - 29.06.2023 20:00,166.25,EUR,
4316,29.06.2023 20:00 - 29.06.2023 21:00,130.15,EUR,
4317,29.06.2023 21:00 - 29.06.2023 22:00,113.35,EUR,
4318,29.06.2023 22:00 - 29.06.2023 23:00,100.0,EUR,
4319,29.06.2023 23:00 - 30.06.2023 00:00,95.99,EUR,
4320,30.06.2023 00:00 - 30.06.2023 01:00,85.1,EUR,
4321,30.06.2023 01:00 - 30.06.2023 02:00,75.83,EUR,
4322,30.06.2023 02:00 - 30.06.2023 03:00,73.72,EUR,
4323,30.06.2023 03:00 - 30.06.2023 04:00,71.83,EUR,
4324,30.06.2023 04:00 - 30.06.2023 05:00,72.02,EUR,
4325,30.06.2023 05:00 - 30.06.2023 06:00,76.45,EUR,
4326,30.06.2023 06:00 - 30.06.2023 07:00,83.19,EUR,
4327,30.06.2023 07:00 - 30.06.2023 08:00,93.46,EUR,
4328,30.06.2023 08:00 - 30.06.2023 09:00,98.08,EUR,
4329,30.06.2023 09:00 - 30.06.2023 10:00,84.9,EUR,
4330,30.06.2023 10:00 - 30.06.2023 11:00,84.98,EUR,
4331,30.06.2023 11:00 - 30.06.2023 12:00,84.33,EUR,
4332,30.06.2023 12:00 - 30.06.2023 13:00,81.39,EUR,
4333,30.06.2023 13:00 - 30.06.2023 14:00,80.01,EUR,
4334,30.06.2023 14:00 - 30.06.2023 15:00,79.15,EUR,
4335,30.06.2023 15:00 - 30.06.2023 16:00,76.29,EUR,
4336,30.06.2023 16:00 - 30.06.2023 17:00,69.67,EUR,
4337,30.06.2023 17:00 - 30.06.2023 18:00,68.9,EUR,
4338,30.06.2023 18:00 - 30.06.2023 19:00,69.14,EUR,
4339,30.06.2023 19:00 - 30.06.2023 20:00,68.26,EUR,
4340,30.06.2023 20:00 - 30.06.2023 21:00,64.6,EUR,
4341,30.06.2023 21:00 - 30.06.2023 22:00,60.18,EUR,
4342,30.06.2023 22:00 - 30.06.2023 23:00,56.58,EUR,
4343,30.06.2023 23:00 - 01.07.2023 00:00,39.95,EUR,
4344,01.07.2023 00:00 - 01.07.2023 01:00,22.37,EUR,
4345,01.07.2023 01:00 - 01.07.2023 02:00,20.49,EUR,
4346,01.07.2023 02:00 - 01.07.2023 03:00,20.17,EUR,
4347,01.07.2023 03:00 - 01.07.2023 04:00,19.96,EUR,
4348,01.07.2023 04:00 - 01.07.2023 05:00,19.77,EUR,
4349,01.07.2023 05:00 - 01.07.2023 06:00,20.15,EUR,
4350,01.07.2023 06:00 - 01.07.2023 07:00,27.96,EUR,
4351,01.07.2023 07:00 - 01.07.2023 08:00,39.34,EUR,
4352,01.07.2023 08:00 - 01.07.2023 09:00,25.26,EUR,
4353,01.07.2023 09:00 - 01.07.2023 10:00,29.42,EUR,
4354,01.07.2023 10:00 - 01.07.2023 11:00,29.87,EUR,
4355,01.07.2023 11:00 - 01.07.2023 12:00,24.61,EUR,
4356,01.07.2023 12:00 - 01.07.2023 13:00,16.83,EUR,
4357,01.07.2023 13:00 - 01.07.2023 14:00,4.43,EUR,
4358,01.07.2023 14:00 - 01.07.2023 15:00,0.07,EUR,
4359,01.07.2023 15:00 - 01.07.2023 16:00,0.99,EUR,
4360,01.07.2023 16:00 - 01.07.2023 17:00,12.67,EUR,
4361,01.07.2023 17:00 - 01.07.2023 18:00,52.4,EUR,
4362,01.07.2023 18:00 - 01.07.2023 19:00,55.84,EUR,
4363,01.07.2023 19:00 - 01.07.2023 20:00,58.19,EUR,
4364,01.07.2023 20:00 - 01.07.2023 21:00,55.87,EUR,
4365,01.07.2023 21:00 - 01.07.2023 22:00,55.57,EUR,
4366,01.07.2023 22:00 - 01.07.2023 23:00,55.12,EUR,
4367,01.07.2023 23:00 - 02.07.2023 00:00,45.34,EUR,
4368,02.07.2023 00:00 - 02.07.2023 01:00,16.45,EUR,
4369,02.07.2023 01:00 - 02.07.2023 02:00,3.17,EUR,
4370,02.07.2023 02:00 - 02.07.2023 03:00,0.01,EUR,
4371,02.07.2023 03:00 - 02.07.2023 04:00,0.0,EUR,
4372,02.07.2023 04:00 - 02.07.2023 05:00,-0.03,EUR,
4373,02.07.2023 05:00 - 02.07.2023 06:00,-0.05,EUR,
4374,02.07.2023 06:00 - 02.07.2023 07:00,-0.05,EUR,
4375,02.07.2023 07:00 - 02.07.2023 08:00,-0.5,EUR,
4376,02.07.2023 08:00 - 02.07.2023 09:00,-2.95,EUR,
4377,02.07.2023 09:00 - 02.07.2023 10:00,-5.03,EUR,
4378,02.07.2023 10:00 - 02.07.2023 11:00,-4.24,EUR,
4379,02.07.2023 11:00 - 02.07.2023 12:00,-3.07,EUR,
4380,02.07.2023 12:00 - 02.07.2023 13:00,-2.5,EUR,
4381,02.07.2023 13:00 - 02.07.2023 14:00,-4.21,EUR,
4382,02.07.2023 14:00 - 02.07.2023 15:00,-6.62,EUR,
4383,02.07.2023 15:00 - 02.07.2023 16:00,-6.09,EUR,
4384,02.07.2023 16:00 - 02.07.2023 17:00,-4.29,EUR,
4385,02.07.2023 17:00 - 02.07.2023 18:00,-1.07,EUR,
4386,02.07.2023 18:00 - 02.07.2023 19:00,0.0,EUR,
4387,02.07.2023 19:00 - 02.07.2023 20:00,4.97,EUR,
4388,02.07.2023 20:00 - 02.07.2023 21:00,28.47,EUR,
4389,02.07.2023 21:00 - 02.07.2023 22:00,28.28,EUR,
4390,02.07.2023 22:00 - 02.07.2023 23:00,21.33,EUR,
4391,02.07.2023 23:00 - 03.07.2023 00:00,16.83,EUR,
4392,03.07.2023 00:00 - 03.07.2023 01:00,21.5,EUR,
4393,03.07.2023 01:00 - 03.07.2023 02:00,19.97,EUR,
4394,03.07.2023 02:00 - 03.07.2023 03:00,17.74,EUR,
4395,03.07.2023 03:00 - 03.07.2023 04:00,9.93,EUR,
4396,03.07.2023 04:00 - 03.07.2023 05:00,9.91,EUR,
4397,03.07.2023 05:00 - 03.07.2023 06:00,17.97,EUR,
4398,03.07.2023 06:00 - 03.07.2023 07:00,39.94,EUR,
4399,03.07.2023 07:00 - 03.07.2023 08:00,55.3,EUR,
4400,03.07.2023 08:00 - 03.07.2023 09:00,57.66,EUR,
4401,03.07.2023 09:00 - 03.07.2023 10:00,41.66,EUR,
4402,03.07.2023 10:00 - 03.07.2023 11:00,21.06,EUR,
4403,03.07.2023 11:00 - 03.07.2023 12:00,17.35,EUR,
4404,03.07.2023 12:00 - 03.07.2023 13:00,16.5,EUR,
4405,03.07.2023 13:00 - 03.07.2023 14:00,14.74,EUR,
4406,03.07.2023 14:00 - 03.07.2023 15:00,11.09,EUR,
4407,03.07.2023 15:00 - 03.07.2023 16:00,9.99,EUR,
4408,03.07.2023 16:00 - 03.07.2023 17:00,17.11,EUR,
4409,03.07.2023 17:00 - 03.07.2023 18:00,21.96,EUR,
4410,03.07.2023 18:00 - 03.07.2023 19:00,52.5,EUR,
4411,03.07.2023 19:00 - 03.07.2023 20:00,56.6,EUR,
4412,03.07.2023 20:00 - 03.07.2023 21:00,53.88,EUR,
4413,03.07.2023 21:00 - 03.07.2023 22:00,51.17,EUR,
4414,03.07.2023 22:00 - 03.07.2023 23:00,45.37,EUR,
4415,03.07.2023 23:00 - 04.07.2023 00:00,36.95,EUR,
4416,04.07.2023 00:00 - 04.07.2023 01:00,22.7,EUR,
4417,04.07.2023 01:00 - 04.07.2023 02:00,21.53,EUR,
4418,04.07.2023 02:00 - 04.07.2023 03:00,20.0,EUR,
4419,04.07.2023 03:00 - 04.07.2023 04:00,19.8,EUR,
4420,04.07.2023 04:00 - 04.07.2023 05:00,21.67,EUR,
4421,04.07.2023 05:00 - 04.07.2023 06:00,24.95,EUR,
4422,04.07.2023 06:00 - 04.07.2023 07:00,46.99,EUR,
4423,04.07.2023 07:00 - 04.07.2023 08:00,63.45,EUR,
4424,04.07.2023 08:00 - 04.07.2023 09:00,64.91,EUR,
4425,04.07.2023 09:00 - 04.07.2023 10:00,61.99,EUR,
4426,04.07.2023 10:00 - 04.07.2023 11:00,37.15,EUR,
4427,04.07.2023 11:00 - 04.07.2023 12:00,23.57,EUR,
4428,04.07.2023 12:00 - 04.07.2023 13:00,24.19,EUR,
4429,04.07.2023 13:00 - 04.07.2023 14:00,23.86,EUR,
4430,04.07.2023 14:00 - 04.07.2023 15:00,23.76,EUR,
4431,04.07.2023 15:00 - 04.07.2023 16:00,39.22,EUR,
4432,04.07.2023 16:00 - 04.07.2023 17:00,51.24,EUR,
4433,04.07.2023 17:00 - 04.07.2023 18:00,53.76,EUR,
4434,04.07.2023 18:00 - 04.07.2023 19:00,55.06,EUR,
4435,04.07.2023 19:00 - 04.07.2023 20:00,63.0,EUR,
4436,04.07.2023 20:00 - 04.07.2023 21:00,60.99,EUR,
4437,04.07.2023 21:00 - 04.07.2023 22:00,55.97,EUR,
4438,04.07.2023 22:00 - 04.07.2023 23:00,54.8,EUR,
4439,04.07.2023 23:00 - 05.07.2023 00:00,50.0,EUR,
4440,05.07.2023 00:00 - 05.07.2023 01:00,43.63,EUR,
4441,05.07.2023 01:00 - 05.07.2023 02:00,34.57,EUR,
4442,05.07.2023 02:00 - 05.07.2023 03:00,30.73,EUR,
4443,05.07.2023 03:00 - 05.07.2023 04:00,29.99,EUR,
4444,05.07.2023 04:00 - 05.07.2023 05:00,31.91,EUR,
4445,05.07.2023 05:00 - 05.07.2023 06:00,38.66,EUR,
4446,05.07.2023 06:00 - 05.07.2023 07:00,46.54,EUR,
4447,05.07.2023 07:00 - 05.07.2023 08:00,55.08,EUR,
4448,05.07.2023 08:00 - 05.07.2023 09:00,58.2,EUR,
4449,05.07.2023 09:00 - 05.07.2023 10:00,62.33,EUR,
4450,05.07.2023 10:00 - 05.07.2023 11:00,62.12,EUR,
4451,05.07.2023 11:00 - 05.07.2023 12:00,49.52,EUR,
4452,05.07.2023 12:00 - 05.07.2023 13:00,45.83,EUR,
4453,05.07.2023 13:00 - 05.07.2023 14:00,45.0,EUR,
4454,05.07.2023 14:00 - 05.07.2023 15:00,43.14,EUR,
4455,05.07.2023 15:00 - 05.07.2023 16:00,41.45,EUR,
4456,05.07.2023 16:00 - 05.07.2023 17:00,39.22,EUR,
4457,05.07.2023 17:00 - 05.07.2023 18:00,47.6,EUR,
4458,05.07.2023 18:00 - 05.07.2023 19:00,58.93,EUR,
4459,05.07.2023 19:00 - 05.07.2023 20:00,67.38,EUR,
4460,05.07.2023 20:00 - 05.07.2023 21:00,62.5,EUR,
4461,05.07.2023 21:00 - 05.07.2023 22:00,55.96,EUR,
4462,05.07.2023 22:00 - 05.07.2023 23:00,51.95,EUR,
4463,05.07.2023 23:00 - 06.07.2023 00:00,46.03,EUR,
4464,06.07.2023 00:00 - 06.07.2023 01:00,40.54,EUR,
4465,06.07.2023 01:00 - 06.07.2023 02:00,37.3,EUR,
4466,06.07.2023 02:00 - 06.07.2023 03:00,36.79,EUR,
4467,06.07.2023 03:00 - 06.07.2023 04:00,36.99,EUR,
4468,06.07.2023 04:00 - 06.07.2023 05:00,41.36,EUR,
4469,06.07.2023 05:00 - 06.07.2023 06:00,46.79,EUR,
4470,06.07.2023 06:00 - 06.07.2023 07:00,55.14,EUR,
4471,06.07.2023 07:00 - 06.07.2023 08:00,61.97,EUR,
4472,06.07.2023 08:00 - 06.07.2023 09:00,64.28,EUR,
4473,06.07.2023 09:00 - 06.07.2023 10:00,63.42,EUR,
4474,06.07.2023 10:00 - 06.07.2023 11:00,62.69,EUR,
4475,06.07.2023 11:00 - 06.07.2023 12:00,60.32,EUR,
4476,06.07.2023 12:00 - 06.07.2023 13:00,56.54,EUR,
4477,06.07.2023 13:00 - 06.07.2023 14:00,56.93,EUR,
4478,06.07.2023 14:00 - 06.07.2023 15:00,55.83,EUR,
4479,06.07.2023 15:00 - 06.07.2023 16:00,55.0,EUR,
4480,06.07.2023 16:00 - 06.07.2023 17:00,51.9,EUR,
4481,06.07.2023 17:00 - 06.07.2023 18:00,61.28,EUR,
4482,06.07.2023 18:00 - 06.07.2023 19:00,63.93,EUR,
4483,06.07.2023 19:00 - 06.07.2023 20:00,64.21,EUR,
4484,06.07.2023 20:00 - 06.07.2023 21:00,63.7,EUR,
4485,06.07.2023 21:00 - 06.07.2023 22:00,61.34,EUR,
4486,06.07.2023 22:00 - 06.07.2023 23:00,59.64,EUR,
4487,06.07.2023 23:00 - 07.07.2023 00:00,55.0,EUR,
4488,07.07.2023 00:00 - 07.07.2023 01:00,55.1,EUR,
4489,07.07.2023 01:00 - 07.07.2023 02:00,53.67,EUR,
4490,07.07.2023 02:00 - 07.07.2023 03:00,50.9,EUR,
4491,07.07.2023 03:00 - 07.07.2023 04:00,49.58,EUR,
4492,07.07.2023 04:00 - 07.07.2023 05:00,50.4,EUR,
4493,07.07.2023 05:00 - 07.07.2023 06:00,54.27,EUR,
4494,07.07.2023 06:00 - 07.07.2023 07:00,60.03,EUR,
4495,07.07.2023 07:00 - 07.07.2023 08:00,65.15,EUR,
4496,07.07.2023 08:00 - 07.07.2023 09:00,74.62,EUR,
4497,07.07.2023 09:00 - 07.07.2023 10:00,74.79,EUR,
4498,07.07.2023 10:00 - 07.07.2023 11:00,75.18,EUR,
4499,07.07.2023 11:00 - 07.07.2023 12:00,72.82,EUR,
4500,07.07.2023 12:00 - 07.07.2023 13:00,73.1,EUR,
4501,07.07.2023 13:00 - 07.07.2023 14:00,64.97,EUR,
4502,07.07.2023 14:00 - 07.07.2023 15:00,63.42,EUR,
4503,07.07.2023 15:00 - 07.07.2023 16:00,64.44,EUR,
4504,07.07.2023 16:00 - 07.07.2023 17:00,64.25,EUR,
4505,07.07.2023 17:00 - 07.07.2023 18:00,64.27,EUR,
4506,07.07.2023 18:00 - 07.07.2023 19:00,65.82,EUR,
4507,07.07.2023 19:00 - 07.07.2023 20:00,65.89,EUR,
4508,07.07.2023 20:00 - 07.07.2023 21:00,64.75,EUR,
4509,07.07.2023 21:00 - 07.07.2023 22:00,63.7,EUR,
4510,07.07.2023 22:00 - 07.07.2023 23:00,59.51,EUR,
4511,07.07.2023 23:00 - 08.07.2023 00:00,55.59,EUR,
4512,08.07.2023 00:00 - 08.07.2023 01:00,52.98,EUR,
4513,08.07.2023 01:00 - 08.07.2023 02:00,48.56,EUR,
4514,08.07.2023 02:00 - 08.07.2023 03:00,43.87,EUR,
4515,08.07.2023 03:00 - 08.07.2023 04:00,41.8,EUR,
4516,08.07.2023 04:00 - 08.07.2023 05:00,41.13,EUR,
4517,08.07.2023 05:00 - 08.07.2023 06:00,43.22,EUR,
4518,08.07.2023 06:00 - 08.07.2023 07:00,47.52,EUR,
4519,08.07.2023 07:00 - 08.07.2023 08:00,53.68,EUR,
4520,08.07.2023 08:00 - 08.07.2023 09:00,55.43,EUR,
4521,08.07.2023 09:00 - 08.07.2023 10:00,55.26,EUR,
4522,08.07.2023 10:00 - 08.07.2023 11:00,55.32,EUR,
4523,08.07.2023 11:00 - 08.07.2023 12:00,46.32,EUR,
4524,08.07.2023 12:00 - 08.07.2023 13:00,35.69,EUR,
4525,08.07.2023 13:00 - 08.07.2023 14:00,22.46,EUR,
4526,08.07.2023 14:00 - 08.07.2023 15:00,22.43,EUR,
4527,08.07.2023 15:00 - 08.07.2023 16:00,41.59,EUR,
4528,08.07.2023 16:00 - 08.07.2023 17:00,57.68,EUR,
4529,08.07.2023 17:00 - 08.07.2023 18:00,58.0,EUR,
4530,08.07.2023 18:00 - 08.07.2023 19:00,60.0,EUR,
4531,08.07.2023 19:00 - 08.07.2023 20:00,60.48,EUR,
4532,08.07.2023 20:00 - 08.07.2023 21:00,58.78,EUR,
4533,08.07.2023 21:00 - 08.07.2023 22:00,56.9,EUR,
4534,08.07.2023 22:00 - 08.07.2023 23:00,55.62,EUR,
4535,08.07.2023 23:00 - 09.07.2023 00:00,55.27,EUR,
4536,09.07.2023 00:00 - 09.07.2023 01:00,52.28,EUR,
4537,09.07.2023 01:00 - 09.07.2023 02:00,51.18,EUR,
4538,09.07.2023 02:00 - 09.07.2023 03:00,50.08,EUR,
4539,09.07.2023 03:00 - 09.07.2023 04:00,50.0,EUR,
4540,09.07.2023 04:00 - 09.07.2023 05:00,49.99,EUR,
4541,09.07.2023 05:00 - 09.07.2023 06:00,50.55,EUR,
4542,09.07.2023 06:00 - 09.07.2023 07:00,54.72,EUR,
4543,09.07.2023 07:00 - 09.07.2023 08:00,55.94,EUR,
4544,09.07.2023 08:00 - 09.07.2023 09:00,57.74,EUR,
4545,09.07.2023 09:00 - 09.07.2023 10:00,59.69,EUR,
4546,09.07.2023 10:00 - 09.07.2023 11:00,58.74,EUR,
4547,09.07.2023 11:00 - 09.07.2023 12:00,50.48,EUR,
4548,09.07.2023 12:00 - 09.07.2023 13:00,45.69,EUR,
4549,09.07.2023 13:00 - 09.07.2023 14:00,36.99,EUR,
4550,09.07.2023 14:00 - 09.07.2023 15:00,44.85,EUR,
4551,09.07.2023 15:00 - 09.07.2023 16:00,55.15,EUR,
4552,09.07.2023 16:00 - 09.07.2023 17:00,63.4,EUR,
4553,09.07.2023 17:00 - 09.07.2023 18:00,62.71,EUR,
4554,09.07.2023 18:00 - 09.07.2023 19:00,64.93,EUR,
4555,09.07.2023 19:00 - 09.07.2023 20:00,69.95,EUR,
4556,09.07.2023 20:00 - 09.07.2023 21:00,65.85,EUR,
4557,09.07.2023 21:00 - 09.07.2023 22:00,61.58,EUR,
4558,09.07.2023 22:00 - 09.07.2023 23:00,58.48,EUR,
4559,09.07.2023 23:00 - 10.07.2023 00:00,56.77,EUR,
4560,10.07.2023 00:00 - 10.07.2023 01:00,56.0,EUR,
4561,10.07.2023 01:00 - 10.07.2023 02:00,55.64,EUR,
4562,10.07.2023 02:00 - 10.07.2023 03:00,55.21,EUR,
4563,10.07.2023 03:00 - 10.07.2023 04:00,55.29,EUR,
4564,10.07.2023 04:00 - 10.07.2023 05:00,55.42,EUR,
4565,10.07.2023 05:00 - 10.07.2023 06:00,57.0,EUR,
4566,10.07.2023 06:00 - 10.07.2023 07:00,59.82,EUR,
4567,10.07.2023 07:00 - 10.07.2023 08:00,86.21,EUR,
4568,10.07.2023 08:00 - 10.07.2023 09:00,99.97,EUR,
4569,10.07.2023 09:00 - 10.07.2023 10:00,88.34,EUR,
4570,10.07.2023 10:00 - 10.07.2023 11:00,75.98,EUR,
4571,10.07.2023 11:00 - 10.07.2023 12:00,68.42,EUR,
4572,10.07.2023 12:00 - 10.07.2023 13:00,71.59,EUR,
4573,10.07.2023 13:00 - 10.07.2023 14:00,68.42,EUR,
4574,10.07.2023 14:00 - 10.07.2023 15:00,62.1,EUR,
4575,10.07.2023 15:00 - 10.07.2023 16:00,61.81,EUR,
4576,10.07.2023 16:00 - 10.07.2023 17:00,62.94,EUR,
4577,10.07.2023 17:00 - 10.07.2023 18:00,77.63,EUR,
4578,10.07.2023 18:00 - 10.07.2023 19:00,106.47,EUR,
4579,10.07.2023 19:00 - 10.07.2023 20:00,94.73,EUR,
4580,10.07.2023 20:00 - 10.07.2023 21:00,60.01,EUR,
4581,10.07.2023 21:00 - 10.07.2023 22:00,58.14,EUR,
4582,10.07.2023 22:00 - 10.07.2023 23:00,55.27,EUR,
4583,10.07.2023 23:00 - 11.07.2023 00:00,50.27,EUR,
4584,11.07.2023 00:00 - 11.07.2023 01:00,50.77,EUR,
4585,11.07.2023 01:00 - 11.07.2023 02:00,49.56,EUR,
4586,11.07.2023 02:00 - 11.07.2023 03:00,48.8,EUR,
4587,11.07.2023 03:00 - 11.07.2023 04:00,49.52,EUR,
4588,11.07.2023 04:00 - 11.07.2023 05:00,50.93,EUR,
4589,11.07.2023 05:00 - 11.07.2023 06:00,54.26,EUR,
4590,11.07.2023 06:00 - 11.07.2023 07:00,55.87,EUR,
4591,11.07.2023 07:00 - 11.07.2023 08:00,61.95,EUR,
4592,11.07.2023 08:00 - 11.07.2023 09:00,71.51,EUR,
4593,11.07.2023 09:00 - 11.07.2023 10:00,61.91,EUR,
4594,11.07.2023 10:00 - 11.07.2023 11:00,59.76,EUR,
4595,11.07.2023 11:00 - 11.07.2023 12:00,61.95,EUR,
4596,11.07.2023 12:00 - 11.07.2023 13:00,55.97,EUR,
4597,11.07.2023 13:00 - 11.07.2023 14:00,47.53,EUR,
4598,11.07.2023 14:00 - 11.07.2023 15:00,47.39,EUR,
4599,11.07.2023 15:00 - 11.07.2023 16:00,57.88,EUR,
4600,11.07.2023 16:00 - 11.07.2023 17:00,59.17,EUR,
4601,11.07.2023 17:00 - 11.07.2023 18:00,59.08,EUR,
4602,11.07.2023 18:00 - 11.07.2023 19:00,61.9,EUR,
4603,11.07.2023 19:00 - 11.07.2023 20:00,59.78,EUR,
4604,11.07.2023 20:00 - 11.07.2023 21:00,57.96,EUR,
4605,11.07.2023 21:00 - 11.07.2023 22:00,50.0,EUR,
4606,11.07.2023 22:00 - 11.07.2023 23:00,45.67,EUR,
4607,11.07.2023 23:00 - 12.07.2023 00:00,37.79,EUR,
4608,12.07.2023 00:00 - 12.07.2023 01:00,32.37,EUR,
4609,12.07.2023 01:00 - 12.07.2023 02:00,26.52,EUR,
4610,12.07.2023 02:00 - 12.07.2023 03:00,22.31,EUR,
4611,12.07.2023 03:00 - 12.07.2023 04:00,23.6,EUR,
4612,12.07.2023 04:00 - 12.07.2023 05:00,30.21,EUR,
4613,12.07.2023 05:00 - 12.07.2023 06:00,39.05,EUR,
4614,12.07.2023 06:00 - 12.07.2023 07:00,41.54,EUR,
4615,12.07.2023 07:00 - 12.07.2023 08:00,50.51,EUR,
4616,12.07.2023 08:00 - 12.07.2023 09:00,51.96,EUR,
4617,12.07.2023 09:00 - 12.07.2023 10:00,53.74,EUR,
4618,12.07.2023 10:00 - 12.07.2023 11:00,54.34,EUR,
4619,12.07.2023 11:00 - 12.07.2023 12:00,50.77,EUR,
